Date,Open,Low,High,Close
11/11/2002,119.73,119.13,120.08,119.55
11/12/2002,119.55,119.33,119.87,119.65
11/13/2002,119.65,119.55,120.32,120.27
11/14/2002,120.27,119.68,120.68,120.35
11/15/2002,120.35,120.25,120.94,120.37
11/18/2002,120.37,120.3,121.32,121.14
11/19/2002,121.14,120.83,122.52,122.16
11/20/2002,122.16,122.12,122.69,122.64
11/21/2002,122.64,121.91,122.98,122.74
11/22/2002,122.74,122.47,123.01,122.89
11/25/2002,122.89,121.72,123.18,122.08
11/26/2002,122.08,121.52,122.18,121.63
11/27/2002,121.63,121.52,122.42,122.3
11/28/2002,122.3,121.97,122.42,122.13
11/29/2002,122.13,122.1,122.75,122.63
12/2/2002,122.63,122.55,125.04,124.59
12/3/2002,124.59,124.21,124.8,124.64
12/4/2002,124.64,124.18,125.02,124.66
12/5/2002,124.66,124.42,125.73,124.99
12/6/2002,124.99,122.1,125.52,123.82
12/9/2002,123.82,122.42,123.53,123.45
12/10/2002,123.45,123.08,123.7,123.65
12/11/2002,123.65,123.18,124.05,123.61
12/12/2002,123.61,122.49,123.88,122.71
12/13/2002,122.71,120.31,122.86,120.51
12/16/2002,120.51,120.42,121.42,121.26
12/17/2002,121.26,120.19,121.53,121.24
12/18/2002,121.24,120.87,121.68,121.1
12/19/2002,121.1,120.52,121.26,120.55
12/20/2002,120.55,120.32,120.97,120.37
12/23/2002,120.37,119.83,120.77,120.41
12/24/2002,120.41,119.96,120.5,120.25
12/25/2002,120.25,120.17,120.47,120.45
12/26/2002,120.45,119.96,120.35,119.97
12/27/2002,119.97,119.8,120.23,119.82
12/30/2002,119.82,118.27,120.01,118.44
12/31/2002,118.44,118.37,118.85,118.71
1/1/2003,118.71,118.37,118.85,118.71
1/2/2003,118.71,118.62,120.19,119.97
1/3/2003,119.97,119.58,120.28,119.79
1/6/2003,119.79,118.57,119.87,119
1/7/2003,119,119.13,120.66,120.47
1/8/2003,120.47,118.66,120.53,119.05
1/9/2003,119.05,118.72,119.17,119.43
1/10/2003,119.43,119.02,120.04,119.13
1/13/2003,119.13,118.71,119.43,118.79
1/14/2003,118.79,117.56,119.16,117.97
1/15/2003,117.97,117.77,118.82,118.1
1/16/2003,118.1,117.66,118.34,117.82
1/17/2003,117.82,117.37,118.1,117.92
1/20/2003,117.92,117.8,118.3,118.05
1/21/2003,118.05,117.96,119.14,118.16
1/22/2003,118.16,117.99,118.53,118.37
1/23/2003,118.37,117.62,118.83,117.99
1/24/2003,117.99,117.52,118.19,117.77
1/27/2003,117.77,117.54,119.33,118.51
1/28/2003,118.51,118.34,118.92,118.62
1/29/2003,118.62,117.86,118.76,118.4
1/30/2003,118.4,118.3,119.51,119.21
1/31/2003,119.21,118.87,120.1,119.95
2/3/2003,119.95,119.1,120.93,120.31
2/4/2003,120.31,119.6,120.57,119.74
2/5/2003,119.74,119.09,120.37,120.04
2/6/2003,120.04,119.52,120.26,119.89
2/7/2003,119.89,119.59,120.46,120.22
2/10/2003,120.22,120.28,121.42,121.3
2/11/2003,121.3,121,121.78,121.14
2/12/2003,121.14,120.55,121.51,121.25
2/13/2003,121.25,120.22,121.48,120.58
2/14/2003,120.58,120.08,120.85,120.33
2/17/2003,120.33,120.02,120.77,120.15
2/18/2003,120.15,118.67,120.42,118.83
2/19/2003,118.83,118.57,119.13,118.64
2/20/2003,118.64,118.09,119.07,118.25
2/21/2003,118.25,118.22,118.93,118.76
2/24/2003,118.76,117.56,118.9,117.9
2/25/2003,117.9,116.97,118.22,117.2
2/26/2003,117.2,117.07,117.62,117.11
2/27/2003,117.11,116.86,117.77,117.52
2/28/2003,117.52,117.6,118.29,118.08
3/3/2003,118.08,117.09,118.28,117.62
3/4/2003,117.62,117.34,118.11,117.92
3/5/2003,117.92,116.98,117.95,117.3
3/6/2003,117.3,117.18,117.57,117.36
3/7/2003,117.36,116.3,117.48,116.99
3/10/2003,116.99,116.39,117.13,116.9
3/11/2003,116.9,116.73,117.29,117.15
3/12/2003,117.15,117.06,117.54,117.27
3/13/2003,117.27,117.4,118.79,118.5
3/14/2003,118.5,118.06,118.74,118.29
3/17/2003,118.29,117.59,118.72,118.4
3/18/2003,118.4,118.47,119.18,118.85
3/19/2003,118.85,118.55,120.65,120.5
3/20/2003,120.5,119.74,120.55,120.36
3/21/2003,120.36,120.18,121.87,121.6
3/24/2003,121.6,120.34,121.31,120.7
3/25/2003,120.7,119.35,120.78,120.18
3/26/2003,120.18,119.85,120.49,120.07
3/27/2003,120.07,119.59,120.05,119.99
3/28/2003,119.99,119.44,120.4,119.7
3/31/2003,119.7,117.82,120.2,118
4/1/2003,118,117.8,118.5,118.03
4/2/2003,118.03,117.6,119.28,118.92
4/3/2003,118.92,118.52,119.69,119.5
4/4/2003,119.5,119.17,120.19,119.95
4/7/2003,119.95,119.94,120.88,120.07
4/8/2003,120.07,119.42,120.15,119.8
4/9/2003,119.8,119.64,120.67,120.17
4/10/2003,120.17,119.15,120.29,119.66
4/11/2003,119.66,119.53,120.88,120.5
4/14/2003,120.5,119.98,120.81,120.26
4/15/2003,120.26,120.02,120.68,120.12
4/16/2003,120.12,119.27,120.57,119.44
4/17/2003,119.44,118.92,119.78,119.63
4/18/2003,119.63,119.55,119.79,119.7
4/21/2003,119.7,119.55,120.65,120.55
4/22/2003,120.55,119.3,120.75,119.9
4/23/2003,119.9,119.79,120.62,120.4
4/24/2003,120.4,119.5,120.65,119.9
4/25/2003,119.9,119.8,121.15,120.35
4/28/2003,120.35,119.85,120.5,120.44
4/29/2003,120.44,119.62,120.74,119.8
4/30/2003,119.8,118.61,119.97,118.92
5/1/2003,118.92,118.17,119.01,118.55
5/2/2003,118.55,118.41,119.33,118.95
5/5/2003,118.95,118.5,119.07,118.6
5/6/2003,118.6,117.3,118.73,117.53
5/7/2003,117.53,116.1,117.82,116.35
5/8/2003,116.35,116.22,116.95,116.9
5/9/2003,116.9,117.02,117.59,117.22
5/12/2003,117.22,116.33,117.4,116.98
5/13/2003,116.98,116.84,117.53,118.62
5/14/2003,118.62,115.55,116.85,116.15
5/15/2003,116.15,115.6,116.54,116.5
5/16/2003,116.5,115.87,116.6,115.89
5/19/2003,115.89,115.1,117.46,117.33
5/20/2003,117.33,116.63,117.39,116.73
5/21/2003,116.73,116.57,117.55,117.21
5/22/2003,117.21,116.94,117.77,117.21
5/23/2003,117.21,116.78,117.42,116.92
5/26/2003,116.92,116.73,117.38,116.85
5/27/2003,116.85,116.58,117.31,117.23
5/28/2003,117.23,116.97,118.91,118.74
5/29/2003,118.74,117.92,119.15,118.37
5/30/2003,118.37,117.96,119.65,119.35
6/2/2003,119.35,118.38,119.66,118.5
6/3/2003,118.5,118.3,119.35,119.09
6/4/2003,119.09,118.39,119.39,118.76
6/5/2003,118.76,117.31,118.92,117.75
6/6/2003,117.75,117.6,118.94,117.76
6/9/2003,117.76,117.82,118.77,118.1
6/10/2003,118.1,117.57,118.38,117.75
6/11/2003,117.75,117.53,118.14,117.67
6/12/2003,117.67,117.49,117.94,117.59
6/13/2003,117.59,117.2,117.87,117.4
6/16/2003,117.4,117.18,117.79,117.62
6/17/2003,117.62,117.6,118.43,118.2
6/18/2003,118.2,117.75,118.7,117.85
6/19/2003,117.85,117.83,119.1,118.3
6/20/2003,118.3,118.03,118.63,118.4
6/23/2003,118.4,117.48,118.61,117.64
6/24/2003,117.64,117.6,118.07,117.95
6/25/2003,117.95,117.33,118.17,118
6/26/2003,118,117.93,119.44,119.41
6/27/2003,119.41,119.19,120,119.65
6/30/2003,119.65,119.65,120.23,119.75
7/1/2003,119.75,119.04,119.97,119.45
7/2/2003,119.45,117.93,119.47,117.97
7/3/2003,117.97,117.99,118.5,118.26
7/4/2003,118.26,118.02,118.47,118.06
7/7/2003,118.06,117.8,118.33,118.2
7/8/2003,118.2,117.64,118.69,118.2
7/9/2003,118.2,117.67,118.45,117.72
7/10/2003,117.72,117.4,118.07,117.67
7/11/2003,117.67,117.66,118,117.67
7/14/2003,117.67,117.35,117.79,117.65
7/15/2003,117.65,116.6,117.96,117.79
7/16/2003,117.79,117.85,118.68,118.2
7/17/2003,118.2,117.88,118.95,118.76
7/18/2003,118.76,118.26,119.21,118.42
7/21/2003,118.42,118.27,118.81,118.44
7/22/2003,118.44,118.43,119.37,119.1
7/23/2003,119.1,118.64,119.14,118.97
7/24/2003,118.97,118.58,119.36,118.97
7/25/2003,118.97,118.63,119.3,118.84
7/28/2003,118.84,118.87,119.6,119.45
7/29/2003,119.45,119.13,119.85,119.85
7/30/2003,119.85,119.66,120.63,120.25
7/31/2003,120.25,119.75,120.62,120.6
8/1/2003,120.6,119.83,120.68,120.04
8/4/2003,120.04,119.72,120.6,120.37
8/5/2003,120.37,119.84,120.62,119.93
8/6/2003,119.93,119.75,120.45,120.2
8/7/2003,120.2,118.79,120.26,119.06
8/8/2003,119.06,118.85,119.26,119.1
8/11/2003,119.1,118.21,119.17,118.75
8/12/2003,118.75,118.39,118.75,118.46
8/13/2003,118.46,118.54,119.48,119.08
8/14/2003,119.08,119.07,119.67,119.15
8/15/2003,119.15,118.7,119.48,119.15
8/18/2003,119.15,119.09,119.75,119.44
8/19/2003,119.44,118.25,119.77,118.38
8/20/2003,118.38,117.85,118.74,118.2
8/21/2003,118.2,117.52,118.2,117.73
8/22/2003,117.73,117.31,118.05,117.58
8/25/2003,117.58,117.15,117.68,117.38
8/26/2003,117.38,117.2,117.78,117.3
8/27/2003,117.3,117.32,118.04,117.41
8/28/2003,117.41,117.26,117.6,117.3
8/29/2003,117.3,116.15,117.36,116.87
9/1/2003,116.87,116.38,116.83,116.57
9/2/2003,116.57,115.85,117.23,116.1
9/3/2003,116.1,115.9,116.58,116.05
9/4/2003,116.05,115.75,117.06,116.73
9/5/2003,116.73,116.46,117.13,116.64
9/8/2003,116.64,116.4,117.7,116.53
9/9/2003,116.53,116.95,115.93,116.81
9/10/2003,116.81,116.69,117.24,117.06
9/11/2003,117.06,116.43,117.25,117.07
9/12/2003,117.07,116.74,117.51,117.32
9/15/2003,117.32,117.22,117.68,117.47
9/16/2003,117.47,116.04,117.45,117.18
9/17/2003,117.18,115.89,116.51,116.17
9/18/2003,116.17,114.7,116.14,115.33
9/19/2003,115.33,113.57,115.5,114.32
9/22/2003,114.32,111.37,112.95,112
9/23/2003,112,110.92,112.35,112.08
9/24/2003,112.08,111.27,112.37,111.45
9/25/2003,111.45,111.48,112.31,112.1
9/26/2003,112.1,111.65,112.3,111.83
9/29/2003,111.83,110.76,111.74,110.93
9/30/2003,110.93,110.13,112.1,111.4
10/1/2003,111.4,110.57,111.58,110.65
10/2/2003,110.65,110.57,111.35,110.71
10/3/2003,110.71,110.28,111.04,110.96
10/6/2003,110.96,110.82,111.28,110.95
10/7/2003,110.95,109.35,111.11,109.87
10/8/2003,109.87,109.36,110.04,109.6
10/9/2003,109.6,108.88,109.59,109.15
10/10/2003,109.15,108.32,109.29,108.6
10/13/2003,108.6,108.34,109.02,108.95
10/14/2003,108.95,108.65,110.19,108.91
10/15/2003,108.91,109.8,109.33,109.49
10/16/2003,109.49,109.22,110.31,109.83
10/17/2003,109.83,109.28,110.02,109.4
10/20/2003,109.4,108.83,110.58,110.22
10/21/2003,110.22,109.42,110.43,109.64
10/22/2003,109.64,108.82,109.69,108.93
10/23/2003,108.93,108.9,109.84,109.63
10/24/2003,109.63,109.05,110,109.29
10/27/2003,109.29,108.31,109.32,108.6
10/28/2003,108.6,108.2,108.63,108.29
10/29/2003,108.29,107.88,108.32,108.28
10/30/2003,108.28,107.99,108.9,108.77
10/31/2003,108.77,108.64,110.25,110.03
11/3/2003,110.03,109.73,111.52,111.11
11/4/2003,111.11,109.38,111.01,109.62
11/5/2003,109.62,109.51,110.05,109.95
11/6/2003,109.95,109.85,110.29,110.27
11/7/2003,110.27,109.05,110.25,109.27
11/10/2003,109.27,107.84,109.62,108.36
11/11/2003,108.36,108.45,109.1,108.76
11/12/2003,108.76,108.48,109.19,108.79
11/13/2003,108.79,108.1,108.87,108.18
11/14/2003,108.18,107.99,108.51,108.35
11/17/2003,108.35,108.25,109.72,108.93
11/18/2003,108.93,107.94,109.08,108.07
11/19/2003,108.07,107.55,109.39,109.3
11/20/2003,109.3,108.59,109.33,108.9
11/21/2003,108.9,108.68,109.38,108.83
11/24/2003,108.83,108.8,109.47,109.44
11/25/2003,109.44,109.27,110.04,109.47
11/26/2003,109.47,108.89,109.74,109.12
11/27/2003,109.12,108.91,109.26,109.15
11/28/2003,109.15,109.09,109.84,109.52
12/1/2003,109.52,109.11,110.01,109.51
12/2/2003,109.51,108.53,109.79,108.63
12/3/2003,108.63,108.1,108.79,108.14
12/4/2003,108.14,108.1,108.51,108.15
12/5/2003,108.15,107.52,108.38,107.67
12/8/2003,107.67,107.13,107.76,107.47
12/9/2003,107.47,106.73,107.57,107.12
12/10/2003,107.12,106.98,108.71,108.26
12/11/2003,108.26,107.94,108.46,107.97
12/12/2003,107.97,107.68,108.04,107.74
12/15/2003,107.74,107.35,108.4,107.61
12/16/2003,107.61,107.39,107.82,107.47
12/17/2003,107.47,107.23,107.81,107.46
12/18/2003,107.46,107.35,108.1,107.63
12/19/2003,107.63,107.48,107.99,107.8
12/22/2003,107.8,107.33,107.93,107.53
12/23/2003,107.53,107.29,107.56,107.41
12/24/2003,107.41,107.15,107.53,107.35
12/25/2003,107.35,107.13,107.36,107.3
12/26/2003,107.3,106.96,107.31,107.3
12/29/2003,107.3,106.9,107.38,106.93
12/30/2003,106.93,106.91,107.12,107.07
12/31/2003,107.07,106.9,107.71,107.35
1/1/2004,107.35,107.4,107.4,107.4
1/2/2004,107.4,106.72,107.48,106.9
1/5/2004,106.9,106.05,107.35,106.09
1/6/2004,106.09,106,106.4,106.19
1/7/2004,106.19,105.9,106.41,106.19
1/8/2004,106.19,106.14,106.26,106.19
1/9/2004,106.19,106.19,108.3,106.42
1/12/2004,106.42,106.38,106.75,106.69
1/13/2004,106.69,106.12,106.72,106.24
1/14/2004,106.24,105.98,106.32,106.15
1/15/2004,106.15,106.03,106.37,106.28
1/16/2004,106.28,105.73,107.02,106.87
1/19/2004,106.87,106.49,107.48,107.3
1/20/2004,107.3,107.01,107.92,107.13
1/21/2004,107.13,106.62,107.3,106.95
1/22/2004,106.95,105.93,107,106.09
1/23/2004,106.09,105.78,106.4,106.28
1/26/2004,106.28,105.84,106.72,106.39
1/27/2004,106.39,105.45,106.39,105.58
1/28/2004,105.58,105.48,106.59,105.79
1/29/2004,105.79,105.64,106.3,105.96
1/30/2004,105.96,105.67,106.11,105.75
2/2/2004,105.75,105.4,105.78,105.6
2/3/2004,105.6,105.25,105.84,105.55
2/4/2004,105.55,105.35,105.62,105.44
2/5/2004,105.44,105.38,106.02,105.92
2/6/2004,105.92,105.37,106.8,105.5
2/9/2004,105.5,105.53,105.97,105.72
2/10/2004,105.72,105.36,105.9,105.55
2/11/2004,105.55,105.17,105.65,105.38
2/12/2004,105.38,105.33,105.53,105.38
2/13/2004,105.38,105.33,105.6,105.45
2/16/2004,105.45,105.43,105.54,105.5
2/17/2004,105.5,105.47,105.99,105.66
2/18/2004,105.66,105.54,107.12,106.85
2/19/2004,106.85,106.33,107.44,107.22
2/20/2004,107.22,106.93,109.34,109.05
2/23/2004,109.05,108.11,109.37,108.56
2/24/2004,108.56,108.04,108.72,108.12
2/25/2004,108.12,108.07,109.14,109.03
2/26/2004,109.03,108.79,109.86,109.64
2/27/2004,109.64,108.92,109.69,109.19
3/1/2004,109.19,108.9,109.4,108.98
3/2/2004,108.98,108.94,110.4,110.07
3/3/2004,110.07,110.02,110.47,110.07
3/4/2004,110.07,110.05,111.13,111.07
3/5/2004,111.07,111,112.31,112.05
3/8/2004,112.05,111.11,112.3,111.19
3/9/2004,111.19,110.26,111.6,111.33
3/10/2004,111.33,110.71,111.55,110.75
3/11/2004,110.75,110.45,111.02,110.93
3/12/2004,110.93,110.63,111.39,110.95
3/15/2004,110.95,109.24,111.06,110.32
3/16/2004,110.32,108.63,110.36,108.76
3/17/2004,108.76,107.97,108.95,108.3
3/18/2004,108.3,106.38,108.35,106.77
3/19/2004,106.77,106.66,107.31,106.79
3/22/2004,106.79,106.73,107.64,106.76
3/23/2004,106.76,106.44,106.94,106.77
3/24/2004,106.77,106.05,106.94,106.13
3/25/2004,106.13,105.78,106.45,106.09
3/26/2004,106.09,105.57,106.23,105.94
3/29/2004,105.94,105.29,105.94,105.48
3/30/2004,105.48,105.43,106.2,105.63
3/31/2004,105.63,103.46,105.92,104.37
4/1/2004,104.37,103.47,104.48,103.76
4/2/2004,103.76,103.68,104.71,104.55
4/5/2004,104.55,104.16,105.46,105.03
4/6/2004,105.03,104.92,107.21,105.73
4/7/2004,105.73,105,106.15,105.3
4/8/2004,105.3,105.25,106.25,106.2
4/9/2004,106.2,106,106.7,106.5
4/12/2004,106.5,105.28,106.47,105.44
4/13/2004,105.44,105.07,106.98,106.73
4/14/2004,106.73,106.58,108.99,108.82
4/15/2004,108.82,108.26,109.25,108.36
4/16/2004,108.36,107.54,108.86,107.63
4/19/2004,107.63,107.61,108.67,108.49
4/20/2004,108.49,107.72,108.85,108.8
4/21/2004,108.8,108.57,109.77,109.49
4/22/2004,109.49,109.17,109.84,109.55
4/23/2004,109.55,108.64,109.83,109.17
4/26/2004,109.17,108.33,109.33,108.71
4/27/2004,108.71,108.43,109.88,109.45
4/28/2004,109.45,108.79,110.22,109.91
4/29/2004,109.91,109.55,111.01,109.93
4/30/2004,109.93,109.8,110.64,110.4
5/3/2004,110.4,109.84,110.69,110.38
5/4/2004,110.38,109.6,110.59,109.73
5/5/2004,109.73,108.33,109.56,108.67
5/6/2004,108.67,108.63,109.85,109.75
5/7/2004,109.75,109.74,112.47,112.22
5/10/2004,112.22,112.25,114.14,113.68
5/11/2004,113.68,112.9,113.88,112.9
5/12/2004,112.9,112.46,113.46,113.2
5/13/2004,113.2,112.83,114.6,114.56
5/14/2004,114.56,113.95,114.9,114.23
5/17/2004,114.23,113.09,114.63,114.38
5/18/2004,114.38,113.4,114.68,114.13
5/19/2004,114.13,112.45,114.27,112.85
5/20/2004,112.85,112.73,113.85,112.8
5/21/2004,112.8,111.8,113.04,112.15
5/24/2004,112.15,112.03,112.93,112.75
5/25/2004,112.75,111.65,113.32,111.8
5/26/2004,111.8,111.29,111.92,111.74
5/27/2004,111.74,110.68,112.1,110.85
5/28/2004,110.85,110.06,111.06,110.37
5/31/2004,110.37,109.12,110.39,109.4
6/1/2004,109.4,109.26,110.7,110.62
6/2/2004,110.62,109.96,110.91,110.09
6/3/2004,110.09,109.82,111.55,110.88
6/4/2004,110.88,110.31,111.96,111.09
6/7/2004,111.09,109.5,110.98,109.66
6/8/2004,109.66,109.5,110.11,109.73
6/9/2004,109.73,108.7,110.55,110.45
6/10/2004,110.45,109.19,110.52,109.34
6/11/2004,109.34,109.21,110.46,110.05
6/14/2004,110.05,110.07,111.48,111.17
6/15/2004,111.17,109.32,111.37,109.51
6/16/2004,109.51,109.24,110.23,110.07
6/17/2004,110.07,108.9,110.23,109.6
6/18/2004,109.6,108.57,109.71,108.8
6/21/2004,108.8,108.27,108.9,108.77
6/22/2004,108.77,108.4,109.43,109.3
6/23/2004,109.3,108.46,109.2,108.6
6/24/2004,108.6,107.05,108.49,107.25
6/25/2004,107.25,107.08,108.01,107.65
6/28/2004,107.65,107.45,108.32,107.97
6/29/2004,107.97,107.74,108.75,108.32
6/30/2004,108.32,108.19,109.57,108.89
7/1/2004,108.89,107.86,108.88,108.2
7/2/2004,108.2,108.07,109.36,108.32
7/5/2004,108.32,108.26,109.17,109.03
7/6/2004,109.03,108.87,109.71,109.42
7/7/2004,109.42,108.22,109.61,108.45
7/8/2004,108.45,108.4,109.15,108.79
7/9/2004,108.79,107.97,108.94,108.3
7/12/2004,108.3,107.58,108.4,108.24
7/13/2004,108.24,108.21,109.39,108.77
7/14/2004,108.77,108.43,109.45,109.04
7/15/2004,109.04,109.05,109.95,109.8
7/16/2004,109.8,108.6,110.02,108.76
7/19/2004,108.76,108.13,108.85,108.2
7/20/2004,108.2,108.13,108.78,108.68
7/21/2004,108.68,108.21,110.3,109.95
7/22/2004,109.95,109.3,110.05,109.83
7/23/2004,109.83,109.66,110.25,110.04
7/26/2004,110.04,109.5,110.16,110
7/27/2004,110,109.63,111.17,110.9
7/28/2004,110.9,110.82,111.87,111.7
7/29/2004,111.7,111.51,112.46,112.17
7/30/2004,112.17,111.12,112.21,111.36
8/2/2004,111.36,110.6,111.4,110.82
8/3/2004,110.82,110.43,111.14,110.6
8/4/2004,110.6,110.56,111.73,111.1
8/5/2004,111.1,110.84,111.74,111.69
8/6/2004,111.69,109.86,111.88,110.44
8/9/2004,110.44,110.15,110.9,110.61
8/10/2004,110.61,110.33,111.45,111.34
8/11/2004,111.34,110.65,111.43,110.87
8/12/2004,110.87,110.48,111.23,110.84
8/13/2004,110.84,110.51,112.07,110.69
8/16/2004,110.69,110.27,110.98,110.54
8/17/2004,110.54,109.92,110.59,110.06
8/18/2004,110.06,109.31,110.16,109.39
8/19/2004,109.39,109.09,109.61,109.34
8/20/2004,109.34,108.97,109.74,109.18
8/23/2004,109.18,109.14,109.89,109.74
8/24/2004,109.74,109.39,110.04,109.6
8/25/2004,109.6,109.46,110.45,110.15
8/26/2004,110.15,109.32,110.29,109.49
8/27/2004,109.49,109.05,109.76,109.65
8/30/2004,109.65,109.55,110.43,109.95
8/31/2004,109.95,108.78,110.2,109.2
9/1/2004,109.2,108.97,109.72,109.4
9/2/2004,109.4,109.25,109.61,109.48
9/3/2004,109.48,109.15,110.65,110.64
9/6/2004,110.64,110.02,110.61,110.2
9/7/2004,110.2,109.28,110.23,109.34
9/8/2004,109.34,109.08,109.79,109.31
9/9/2004,109.31,109.18,110.01,109.84
9/10/2004,109.84,109.24,110.32,109.56
9/13/2004,109.56,109.33,110.35,110.13
9/14/2004,110.13,109.41,110.13,109.7
9/15/2004,109.7,109.34,110.38,110.03
9/16/2004,110.03,109.51,110.05,109.6
9/17/2004,109.6,109.39,110.25,109.95
9/20/2004,109.95,109.73,110.13,109.93
9/21/2004,109.93,109.65,110.18,109.75
9/22/2004,109.75,109.63,110.75,110.53
9/23/2004,110.53,110.29,110.93,110.82
9/24/2004,110.82,110.33,110.86,110.73
9/27/2004,110.73,110.48,111.4,111.37
9/28/2004,111.37,111.17,111.71,111.39
9/29/2004,111.39,110.69,111.38,110.84
9/30/2004,110.84,109.85,111.24,110.01
10/1/2004,110.01,109.83,110.58,110.39
10/4/2004,110.39,110.54,111.18,110.86
10/5/2004,110.86,110.71,111.34,111.05
10/6/2004,111.05,111.01,111.45,111.42
10/7/2004,111.42,110.99,111.42,111.19
10/8/2004,111.19,109.33,111.26,109.47
10/11/2004,109.47,109.15,109.58,109.35
10/12/2004,109.35,109.27,110.09,109.79
10/13/2004,109.79,109.43,110.2,109.73
10/14/2004,109.73,109.18,109.85,109.61
10/15/2004,109.61,108.85,109.68,109.25
10/18/2004,109.25,109.16,109.58,109.3
10/19/2004,109.3,108.29,109.43,108.41
10/20/2004,108.41,108.12,108.68,108.24
10/21/2004,108.24,107.37,108.38,107.43
10/22/2004,107.43,107.2,107.74,107.28
10/25/2004,107.28,106.22,107.38,106.76
10/26/2004,106.76,106.4,107.02,106.71
10/27/2004,106.71,106.22,107.16,106.52
10/28/2004,106.52,105.9,106.98,106.26
10/29/2004,106.26,105.8,106.39,105.91
11/1/2004,105.91,105.75,106.58,106.44
11/2/2004,106.44,106.06,106.77,106.33
11/3/2004,106.33,105.96,106.89,106.2
11/4/2004,106.2,105.68,106.52,106.12
11/5/2004,106.12,105.52,106.68,105.64
11/8/2004,105.64,105.28,105.78,105.56
11/9/2004,105.56,105.45,105.94,105.75
11/10/2004,105.75,105.65,107.3,107.27
11/11/2004,107.27,106.62,107.13,106.68
11/12/2004,106.68,105.32,106.8,105.5
11/15/2004,105.5,105.16,105.7,105.36
11/16/2004,105.36,105.2,105.68,105.37
11/17/2004,105.37,103.83,105.51,103.95
11/18/2004,103.95,103.67,104.4,104.2
11/19/2004,104.2,102.7,104.39,103.08
11/22/2004,103.08,102.95,103.42,103.19
11/23/2004,103.19,102.87,103.7,103.37
11/24/2004,103.37,102.56,103.73,102.9
11/25/2004,102.9,102.4,103.05,102.6
11/26/2004,102.6,102.23,103.36,102.5
11/29/2004,102.5,102.52,103.13,102.85
11/30/2004,102.85,102.42,103.37,102.95
12/1/2004,102.95,102.63,103.12,102.69
12/2/2004,102.69,101.83,103.41,103.18
12/3/2004,103.18,102.05,103.61,102.12
12/6/2004,102.12,101.91,103.39,103.23
12/7/2004,103.23,102.4,103.34,102.89
12/8/2004,102.89,102.61,104.95,104.15
12/9/2004,104.15,103.89,104.98,104.65
12/10/2004,104.65,104.61,106.2,105.17
12/13/2004,105.17,104.55,105.59,104.68
12/14/2004,104.68,104.63,105.78,105.53
12/15/2004,105.53,104,105.73,104.26
12/16/2004,104.26,103.45,104.98,104.77
12/17/2004,104.77,104.07,104.78,104.41
12/20/2004,104.41,103.88,104.5,104
12/21/2004,104,103.7,104.69,104.38
12/22/2004,104.38,103.91,104.5,104.2
12/23/2004,104.2,103.56,104.28,103.64
12/24/2004,103.64,103.45,103.79,103.63
12/27/2004,103.63,102.72,104.14,103.1
12/28/2004,103.1,102.84,103.33,103.06
12/29/2004,103.06,103.05,104.3,103.9
12/30/2004,103.9,102.87,104.22,103
12/31/2004,103,102.32,103.14,102.5
1/3/2005,102.5,102.36,103.48,102.69
1/4/2005,102.69,102.45,104.81,104.51
1/5/2005,104.51,103.77,105.02,104.11
1/6/2005,104.11,103.89,105.19,105.09
1/7/2005,105.09,103.85,105.15,104.94
1/10/2005,104.94,104.09,104.86,104.14
1/11/2005,104.14,103.11,104.32,103.31
1/12/2005,103.31,102.14,103.55,102.35
1/13/2005,102.35,102.24,102.85,102.5
1/14/2005,102.5,101.78,103.22,101.94
1/17/2005,101.94,101.67,102.2,102.08
1/18/2005,102.08,102.13,103,102.29
1/19/2005,102.29,102.02,102.98,102.87
1/20/2005,102.87,102.49,103.62,103.43
1/21/2005,103.43,102.63,103.92,102.75
1/24/2005,102.75,102.55,103.01,102.65
1/25/2005,102.65,102.5,104.35,104.23
1/26/2005,104.23,102.76,104.11,103.01
1/27/2005,103.01,102.92,103.54,103.1
1/28/2005,103.1,102.37,103.77,103.43
1/31/2005,103.43,103.3,103.8,103.64
2/1/2005,103.64,103.5,104.08,103.59
2/2/2005,103.59,103.35,104.1,103.77
2/3/2005,103.77,103.61,104.75,104.51
2/4/2005,104.51,103.87,104.63,104
2/7/2005,104,103.95,105.06,104.78
2/8/2005,104.78,104.79,105.96,105.64
2/9/2005,105.64,105.32,105.98,105.78
2/10/2005,105.78,105.35,106.86,105.78
2/11/2005,105.78,105.48,105.95,105.8
2/14/2005,105.8,104.66,105.72,105.18
2/15/2005,105.18,104.29,105.38,104.43
2/16/2005,104.43,104.42,105.74,105.29
2/17/2005,105.29,105.18,105.8,105.59
2/18/2005,105.59,105.15,105.88,105.65
2/21/2005,105.65,105.41,105.8,105.51
2/22/2005,105.51,103.84,105.6,104.09
2/23/2005,104.09,103.93,105.12,104.81
2/24/2005,104.81,104.62,105.59,105.4
2/25/2005,105.4,105.04,105.58,105.22
2/28/2005,105.22,104.1,105.33,104.5
3/1/2005,104.5,104.16,104.79,104.34
3/2/2005,104.34,104.33,105.16,104.75
3/3/2005,104.75,104.72,105.38,105.26
3/4/2005,105.26,104.34,105.6,104.68
3/7/2005,104.68,104.53,105.37,105.22
3/8/2005,105.22,104.35,105.18,104.73
3/9/2005,104.73,103.65,104.77,103.88
3/10/2005,103.88,103.7,104.35,104.11
3/11/2005,104.11,103.72,104.3,103.85
