Date,Open,Low,High,Close
7/6/2000,107.05,106.8,107.49,107.46
7/7/2000,107.46,107.2,107.92,107.85
7/10/2000,107.85,106.55,107.9,107.16
7/11/2000,107.16,106.6,107.15,107.08
7/12/2000,107.08,107,108.47,108.34
7/13/2000,108.34,106.98,108.35,108.25
7/14/2000,108.25,107.55,108.44,107.92
7/17/2000,107.92,107.3,108.8,108.38
7/18/2000,108.38,107.65,108.48,108.36
7/19/2000,108.36,107.76,108.43,108.3
7/20/2000,108.3,107.3,108.27,107.66
7/21/2000,107.66,107.4,109.2,108.87
7/24/2000,108.87,108.5,109.15,108.73
7/25/2000,108.73,108.6,109.32,109.25
7/26/2000,109.25,108.9,109.4,109.28
7/27/2000,109.28,108.73,109.35,109.19
7/28/2000,109.19,108.5,109.8,109.58
7/31/2000,109.58,109.15,109.8,109.37
8/1/2000,109.37,108.92,109.75,109.25
8/2/2000,109.25,108.3,109.3,109.05
8/3/2000,109.05,107.9,109.1,108.43
8/4/2000,108.43,108.05,108.65,108.52
8/7/2000,108.52,108.55,109.16,109.14
8/8/2000,109.14,108.35,109.25,108.6
8/9/2000,108.6,107.76,108.7,107.87
8/10/2000,107.87,107.5,108.97,108.83
8/11/2000,108.83,108.29,108.95,108.72
8/14/2000,108.72,108.6,109.6,109.51
8/15/2000,109.51,108.88,109.64,109.16
8/16/2000,109.16,108.3,109.2,108.63
8/17/2000,108.63,108.2,108.64,108.55
8/18/2000,108.55,108.08,109.15,108.48
8/21/2000,108.48,107.8,108.78,108.67
8/22/2000,108.67,108.1,108.65,108.29
8/23/2000,108.29,106.83,108.35,107.03
8/24/2000,107.03,106.6,107.35,106.81
8/25/2000,106.81,106.66,107.27,106.93
8/28/2000,106.93,106.1,106.85,106.5
8/29/2000,106.5,106.06,106.7,106.06
8/30/2000,106.06,105.9,106.73,106.37
8/31/2000,106.37,106.25,106.85,106.78
9/1/2000,106.78,105.54,106.75,105.79
9/4/2000,105.79,105.6,105.95,105.82
9/5/2000,105.82,105.79,106.5,105.85
9/6/2000,105.85,105.55,106.1,105.87
9/7/2000,105.87,104.76,106.45,105.04
9/8/2000,105.04,105.05,106.25,106.1
9/11/2000,106.1,105.85,106.5,106.04
9/12/2000,106.04,106.1,107.05,106.91
9/13/2000,106.91,106.8,107.36,107.14
9/14/2000,107.14,106.8,107.6,107.59
9/15/2000,107.59,107.17,107.73,107.3
9/18/2000,107.3,106.65,107.15,106.95
9/19/2000,106.95,106.7,107.1,106.98
9/20/2000,106.98,106.39,107.4,106.62
9/21/2000,106.62,106.3,106.78,106.73
9/22/2000,106.73,106.55,108.16,108.07
9/25/2000,108.07,107.4,108.1,107.75
9/26/2000,107.75,107.15,107.77,107.62
9/27/2000,107.62,107.2,107.9,107.3
9/28/2000,107.3,107.2,107.78,107.6
9/29/2000,107.6,107.5,108.46,108.13
10/2/2000,108.13,108.1,108.95,108.85
10/3/2000,108.85,108.45,108.95,108.81
10/4/2000,108.81,108.55,109.43,109.32
10/5/2000,109.32,109.05,109.53,109.15
10/6/2000,109.15,108.65,109.15,108.81
10/9/2000,108.81,108.8,109.1,108.85
10/10/2000,108.85,107.68,108.85,107.73
10/11/2000,107.73,107.51,108.15,107.59
10/12/2000,107.59,107.4,108.19,107.48
10/13/2000,107.48,107.5,107.95,107.77
10/16/2000,107.77,107.5,108.35,108.11
10/17/2000,108.11,107.85,108.25,108.01
10/18/2000,108.01,107.4,108.35,107.69
10/19/2000,107.69,107.55,108.6,108.29
10/20/2000,108.29,108.25,109.18,108.96
10/23/2000,108.96,108.23,109.05,108.27
10/24/2000,108.27,107.95,108.49,107.97
10/25/2000,107.97,107.65,108.2,108.16
10/26/2000,108.16,107.9,108.65,108.36
10/27/2000,108.36,108.25,108.85,108.6
10/30/2000,108.6,108.45,109.01,108.97
10/31/2000,108.97,108.7,109.29,109.03
11/1/2000,109.03,108.21,109,108.25
11/2/2000,108.25,107.95,108.47,108.2
11/3/2000,108.2,106.68,108.35,106.93
11/6/2000,106.93,106.88,107.59,107.41
11/7/2000,107.41,106.96,107.45,107.09
11/8/2000,107.09,106.9,107.9,107.27
11/9/2000,107.27,107.06,107.86,107.36
11/10/2000,107.36,107.35,107.97,107.9
11/13/2000,107.9,107.04,108.05,107.62
11/14/2000,107.62,107.5,108.19,108.13
11/15/2000,108.13,108,108.95,108.92
11/16/2000,108.92,108.7,109.13,109
11/17/2000,109,108.6,109,108.87
11/20/2000,108.87,108.75,110.35,109.92
11/21/2000,109.92,109.6,110.44,110.18
11/22/2000,110.18,109.5,110.33,110.28
11/23/2000,110.28,110.05,110.4,110.3
11/24/2000,110.3,110.15,111.46,111.38
11/27/2000,111.38,110.51,111.5,110.54
11/28/2000,110.54,110.05,110.8,110.14
11/29/2000,110.14,109.9,111.35,111.19
11/30/2000,111.19,110.32,111.35,110.37
12/1/2000,110.37,110.3,112.05,111.26
12/4/2000,111.26,110.44,111.45,111.11
12/5/2000,111.11,110.43,111.35,111.18
12/6/2000,111.18,110.18,111.15,110.37
12/7/2000,110.37,110.15,110.83,110.61
12/8/2000,110.61,110.45,111.46,111.31
12/11/2000,111.31,110.54,111.4,110.72
12/12/2000,110.72,110.7,111.74,111.45
12/13/2000,111.45,111.35,112.75,112.46
12/14/2000,112.46,112.12,112.82,112.32
12/15/2000,112.32,111.85,112.7,112.51
12/18/2000,112.51,111.91,112.7,112.14
12/19/2000,112.14,111.8,112.58,112.49
12/20/2000,112.49,112.35,113.05,112.79
12/21/2000,112.79,111.9,113.15,112.26
12/22/2000,112.26,112.05,112.83,112.79
12/25/2000,112.79,112.79,112.79,112.79
12/26/2000,112.79,113.05,113.69,113.6
12/27/2000,113.6,113.6,114.41,114.38
12/28/2000,114.38,114.1,114.91,114.33
12/29/2000,114.33,114.3,115.11,114.69
1/1/2001,114.69,114.69,114.69,114.69
1/2/2001,114.69,114.3,115.06,114.49
1/3/2001,114.49,113.62,114.65,113.72
1/4/2001,113.72,113.55,115.7,115.64
1/5/2001,115.64,115.5,116.9,116.6
1/8/2001,116.6,115.69,116.6,115.71
1/9/2001,115.71,115.65,116.87,116.71
1/10/2001,116.71,115.8,117.15,116.44
1/11/2001,116.44,116.3,117.77,117.69
1/12/2001,117.69,117.4,118.5,118.29
1/15/2001,118.29,118.2,119.35,118.7
1/16/2001,118.7,117.23,119.15,117.41
1/17/2001,117.41,116.9,118.9,118.84
1/18/2001,118.84,117.63,119.85,118.14
1/19/2001,118.14,116.95,118.35,117.18
1/22/2001,117.18,116.25,117.05,116.46
1/23/2001,116.46,116.25,117.4,117.04
1/24/2001,117.04,116.5,118.47,117.92
1/25/2001,117.92,116.35,118.1,116.57
1/26/2001,116.57,116.35,117.6,117.37
1/29/2001,117.37,116.15,117.7,116.75
1/30/2001,116.75,115.58,116.89,115.81
1/31/2001,115.81,115.65,116.65,116.4
2/1/2001,116.4,115.25,116.75,115.64
2/2/2001,115.64,114.95,115.89,115.72
2/5/2001,115.72,114.68,116.05,114.81
2/6/2001,114.81,114.36,115.25,114.76
2/7/2001,114.76,114.65,116.32,115.22
2/8/2001,115.22,115.88,116.69,116.62
2/9/2001,116.62,116.3,117.77,117.54
2/12/2001,117.54,117.35,117.95,117.54
2/13/2001,117.54,116.54,117.6,116.57
2/14/2001,116.57,116.08,116.9,116.42
2/15/2001,116.42,115.52,116.4,115.66
2/16/2001,115.66,114.55,115.9,115.47
2/19/2001,115.47,115.5,116.2,116.1
2/20/2001,116.1,115.1,116.2,115.67
2/21/2001,115.67,115.3,116.85,116.64
2/22/2001,116.64,115.8,116.65,116.42
2/23/2001,116.42,115.59,117.15,115.59
2/26/2001,115.59,115.75,116.77,116.52
2/27/2001,116.52,115.95,116.55,116.3
2/28/2001,116.3,115.9,117.59,117.45
3/1/2001,117.45,117.1,117.55,117.34
3/2/2001,117.34,117.3,119.34,118.96
3/5/2001,118.96,118.65,119.77,119.09
3/6/2001,119.09,118.25,119.2,118.92
3/7/2001,118.92,118.6,120.25,119.86
3/8/2001,119.86,119.28,120.4,119.73
3/9/2001,119.73,119.07,119.85,119.67
3/12/2001,119.67,119.4,120.7,120.48
3/13/2001,120.48,119.8,120.6,119.85
3/14/2001,119.85,119.3,121.22,121.04
3/15/2001,121.04,120.5,122.55,122.35
3/16/2001,122.35,121.65,123.19,122.86
3/19/2001,122.86,122.02,123.65,122.96
3/20/2001,122.96,122.12,123,122.17
3/21/2001,122.17,122,123.9,123.51
3/22/2001,123.51,123,124.33,122.93
3/23/2001,122.93,122.55,123.75,122.93
3/26/2001,122.93,122.75,123.8,122.77
3/27/2001,122.77,121.66,123.33,122.15
3/28/2001,122.15,121.4,122.76,122.36
3/29/2001,122.36,122.15,123.74,123.59
3/30/2001,123.59,123.25,126.3,126.15
4/2/2001,126.15,125.7,126.85,126.45
4/3/2001,126.45,125.25,126.75,126.66
4/4/2001,126.66,124.83,126.25,125.4
4/5/2001,125.4,123.5,125.5,124.12
4/6/2001,124.12,123.82,125.5,124.01
4/9/2001,124.01,124,125.5,125.06
4/10/2001,125.06,124.2,125.4,124.46
4/11/2001,124.46,123.85,124.96,124.76
4/12/2001,124.76,122.95,124.95,123.73
4/13/2001,123.73,123.6,124.45,124.2
4/16/2001,124.2,124.15,124.95,124.35
4/17/2001,124.35,123.1,124.7,123.36
4/18/2001,123.36,122.22,123.64,122.3
4/19/2001,122.3,121.32,122.4,121.62
4/20/2001,121.62,120.94,122.65,122.5
4/23/2001,122.5,121.19,122.5,121.2
4/24/2001,121.2,121.1,122.3,122.16
4/25/2001,122.16,121.97,122.65,122.25
4/26/2001,122.25,121.8,123.57,123.16
4/27/2001,123.16,123.15,124.2,124.06
4/30/2001,124.06,123.25,124.19,123.69
5/1/2001,123.69,121.92,123.65,122.16
5/2/2001,122.16,121.4,122.57,121.78
5/3/2001,121.78,120.74,121.8,121.47
5/4/2001,121.47,120.55,121.5,121.26
5/7/2001,121.26,120.95,121.8,121.23
5/8/2001,121.23,120.85,122.14,121.35
5/9/2001,121.35,121.45,122.43,122.24
5/10/2001,122.24,122.05,122.78,122.6
5/11/2001,122.6,121.83,122.8,122.59
5/14/2001,122.59,122.4,123.4,123.29
5/15/2001,123.29,123.07,123.69,123.48
5/16/2001,123.48,123.1,124.02,123.51
5/17/2001,123.51,122.5,123.45,122.57
5/18/2001,122.57,122.55,123.83,123.66
5/21/2001,123.66,122.55,123.75,122.57
5/22/2001,122.57,122.44,123.3,122.72
5/23/2001,122.72,119.37,122.91,119.83
5/24/2001,119.83,118.85,120.4,120.02
5/25/2001,120.02,119.8,120.76,120.59
5/28/2001,120.59,120.3,121.2,121.09
5/29/2001,121.09,119.99,121.35,120.09
5/30/2001,120.09,119.9,120.6,120.33
5/31/2001,120.33,118.51,120.55,119.16
6/1/2001,119.16,118.3,119.3,119.09
6/4/2001,119.09,118.85,119.85,119.34
6/5/2001,119.34,118.75,120.43,120.33
6/6/2001,120.33,120.15,120.82,120.37
6/7/2001,120.37,119.62,120.3,120.02
6/8/2001,120.02,120.05,121.03,120.99
6/11/2001,120.99,120.85,122.07,121.93
6/12/2001,121.93,121.55,122.05,121.68
6/13/2001,121.68,121.55,122.4,122.08
6/14/2001,122.08,121.16,122.25,121.38
6/15/2001,121.38,120.9,123.28,123.09
6/18/2001,123.09,122.75,123.5,123.35
6/19/2001,123.35,122.69,123.75,123.11
6/20/2001,123.11,122.55,124.1,123.71
6/21/2001,123.71,123.65,124.55,124.41
6/22/2001,124.41,123.8,124.7,124.4
6/25/2001,124.4,123.74,124.45,123.83
6/26/2001,123.83,123.3,124.02,123.75
6/27/2001,123.75,123.75,124.46,124.28
6/28/2001,124.28,124.2,124.98,124.72
6/29/2001,124.72,124.15,124.87,124.79
7/2/2001,124.79,124.16,124.98,124.42
7/3/2001,124.42,123.65,124.61,124.4
7/4/2001,124.4,124.25,125.05,124.48
7/5/2001,124.48,124.4,125.84,125.77
7/6/2001,125.77,125.45,126.05,126.03
7/9/2001,126.03,125.29,125.95,125.42
7/10/2001,125.42,125.2,125.85,125.37
7/11/2001,125.37,123.88,125.75,124.35
7/12/2001,124.35,123.49,124.45,123.79
7/13/2001,123.79,123.85,125.03,124.89
7/16/2001,124.89,124.7,125.52,125.44
7/17/2001,125.44,124.71,125.65,125.11
7/18/2001,125.11,123.78,125.45,123.95
7/19/2001,123.95,123.2,124.15,123.39
7/20/2001,123.39,122.71,123.77,122.83
7/23/2001,122.83,123.15,124.51,124.43
7/24/2001,124.43,123.26,124.5,123.9
7/25/2001,123.9,123.42,124.46,123.65
7/26/2001,123.65,123.18,124.09,123.72
7/27/2001,123.72,123.2,124.15,123.62
7/30/2001,123.62,123.2,125.35,125.14
7/31/2001,125.14,124.64,125.25,125.1
8/1/2001,125.1,124.5,125.19,124.64
8/2/2001,124.64,123.57,124.68,123.77
8/3/2001,123.77,123.3,124,123.68
8/6/2001,123.68,123.65,124.25,123.87
8/7/2001,123.87,123.43,124.15,123.49
8/8/2001,123.49,122.8,123.65,123.4
8/9/2001,123.4,121.37,123.95,121.85
8/10/2001,121.85,121.75,122.6,122.01
8/13/2001,122.01,121.41,122.51,122.46
8/14/2001,122.46,121.18,123.15,121.72
8/15/2001,121.72,119.1,121.9,119.65
8/16/2001,119.65,119.25,120.38,119.88
8/17/2001,119.88,120.05,120.77,120.27
8/20/2001,120.27,120.1,120.85,120.71
8/21/2001,120.71,119.55,120.92,119.77
8/22/2001,119.77,119.35,120.61,120.45
8/23/2001,120.45,119.67,120.7,119.76
8/24/2001,119.76,119.55,120.37,120.14
8/27/2001,120.14,119.82,120.35,119.92
8/28/2001,119.92,119.65,120.8,120.12
8/29/2001,120.12,119.11,120.19,120.15
8/30/2001,120.15,119.25,120.25,119.33
8/31/2001,119.33,118.45,119.55,118.79
9/3/2001,118.79,118.6,119.35,118.7
9/4/2001,118.7,118.6,119.65,119.47
9/5/2001,119.47,119.25,120.91,120.74
9/6/2001,120.74,120.6,121.5,121.06
9/7/2001,121.06,119.72,121.4,120.12
9/10/2001,120.12,119.75,121.14,120.92
9/11/2001,120.92,118.5,122.06,119.3
9/12/2001,119.3,118.65,120.75,119.5
9/13/2001,119.5,118.63,119.7,118.66
9/14/2001,118.66,116.86,119.15,117.04
9/17/2001,117.04,116.65,118.35,117.48
9/18/2001,117.48,117.11,118.15,117.23
9/19/2001,117.23,117.1,118.1,117.52
9/20/2001,117.52,115.8,117.65,116.03
9/21/2001,116.03,116,117.45,116.74
9/24/2001,116.74,116.3,117.58,117.57
9/25/2001,117.57,117,117.83,117.61
9/26/2001,117.61,117.1,118.07,117.84
9/27/2001,117.84,117.65,120.05,119.64
9/28/2001,119.64,118.69,119.75,119.48
10/1/2001,119.48,119.4,120.4,120.23
10/2/2001,120.23,120.1,121.12,120.85
10/3/2001,120.85,120.45,121.45,120.79
10/4/2001,120.79,120.2,120.75,120.68
10/5/2001,120.68,119.93,120.65,120.35
10/8/2001,120.35,119.6,120.3,119.8
10/9/2001,119.8,119.75,120.36,120.28
10/10/2001,120.28,119.8,120.55,120.37
10/11/2001,120.37,120.1,121.74,121.44
10/12/2001,121.44,120.7,121.75,121.38
10/15/2001,121.38,120.49,121.15,120.95
10/16/2001,120.95,120.65,121.91,121.31
10/17/2001,121.31,120.76,121.75,121.24
10/18/2001,121.24,120.75,121.45,121.17
10/19/2001,121.17,120.83,121.34,121.19
10/22/2001,121.19,121.15,122.63,122.48
10/23/2001,122.48,122.3,123.05,122.71
10/24/2001,122.71,122.35,123,122.88
10/25/2001,122.88,122.45,123.35,122.94
10/26/2001,122.94,122.4,123.26,122.74
10/29/2001,122.74,121.81,122.8,122.03
10/30/2001,122.03,121.56,122.17,122.03
10/31/2001,122.03,121.7,122.62,122.32
11/1/2001,122.32,121.34,122.5,121.9
11/2/2001,121.9,121.4,122.05,121.79
11/5/2001,121.79,121.57,122.1,121.8
11/6/2001,121.8,120.93,121.75,121.06
11/7/2001,121.06,120.75,121.26,120.91
11/8/2001,120.91,119.75,121.35,120.07
11/9/2001,120.07,120,120.5,120.17
11/12/2001,120.17,119.75,120.85,120.4
11/13/2001,120.4,120.38,121.78,121.55
11/14/2001,121.55,121.4,122,121.55
11/15/2001,121.55,121.5,122.47,122.44
11/16/2001,122.44,122,122.96,122.88
11/19/2001,122.88,122.75,123.5,123.29
11/20/2001,123.29,122.53,123.25,122.66
11/21/2001,122.66,122.55,123.4,123.15
11/22/2001,123.15,123,124,123.95
11/23/2001,123.95,123.7,124.5,124.36
11/26/2001,124.36,123.8,124.45,124.1
11/27/2001,124.1,123.68,124.55,123.97
11/28/2001,123.97,123.04,124,123.06
11/29/2001,123.06,122.87,123.98,123.72
11/30/2001,123.72,122.8,124.15,123.5
12/3/2001,123.5,123.25,124.07,124.02
12/4/2001,124.02,123.65,124.37,124.15
12/5/2001,124.15,123.95,124.55,124.24
12/6/2001,124.24,123.75,124.98,124.76
12/7/2001,124.76,124.5,125.77,125.57
12/10/2001,125.57,125.55,126.38,126.18
12/11/2001,126.18,125.7,126.29,126.2
12/12/2001,126.2,125.5,126.6,126.22
12/13/2001,126.22,125.8,126.65,126.22
12/14/2001,126.22,125.95,127.95,127.3
12/17/2001,127.3,127.15,128,127.53
12/18/2001,127.53,127.45,128.45,127.81
12/19/2001,127.81,127.6,128.4,128.1
12/20/2001,128.1,127.94,128.88,128.56
12/21/2001,128.56,128.6,129.73,129.71
12/24/2001,129.71,129.35,130,129.71
12/25/2001,129.71,129.75,130.9,130.85
12/26/2001,130.85,130.4,131,130.84
12/27/2001,130.84,130.8,132,131.71
12/28/2001,131.71,130.8,131.85,131.11
12/31/2001,131.11,130.69,131.63,131.56
1/1/2002,131.56,131.56,131.56,131.56
1/2/2002,131.56,131.3,132.28,132.11
1/3/2002,132.11,131.36,132.2,131.81
1/4/2002,131.81,130.65,131.8,130.98
1/7/2002,130.98,130.4,131.6,131.07
1/8/2002,131.07,131,132.86,132.72
1/9/2002,132.72,132.2,133.35,132.62
1/10/2002,132.62,132,133.2,132.7
1/11/2002,132.7,131.57,132.55,131.96
1/14/2002,131.96,131.46,132.2,131.97
1/15/2002,131.97,130.88,132.05,131.28
1/16/2002,131.28,131,132.12,131.85
1/17/2002,131.85,131.8,132.6,132.37
1/18/2002,132.37,132.45,133,132.61
1/21/2002,132.61,132,132.67,132.52
1/22/2002,132.52,132.55,134.49,133.93
1/23/2002,133.93,133.55,134.62,134.26
1/24/2002,134.26,134.1,134.82,134.78
1/25/2002,134.78,134.09,134.9,134.32
1/28/2002,134.32,133.19,134.92,133.4
1/29/2002,133.4,132.95,133.75,133.41
1/30/2002,133.41,132.35,133.65,132.81
1/31/2002,132.81,132.6,135.15,134.77
2/1/2002,134.77,133.09,135,133.18
2/4/2002,133.18,131.86,133.45,132.28
2/5/2002,132.28,131.95,134.3,133.83
2/6/2002,133.83,133.35,134.35,133.57
2/7/2002,133.57,133.36,134.15,133.48
2/8/2002,133.48,133.55,135.04,134.66
2/11/2002,134.66,133.31,135,133.46
2/12/2002,133.46,132.44,133.7,132.61
2/13/2002,132.61,132.18,133.35,133.24
2/14/2002,133.24,131.94,133.35,132.06
2/15/2002,132.06,131.85,133.2,132.64
2/18/2002,132.64,132.45,132.85,132.65
2/19/2002,132.65,132.6,134,133.65
2/20/2002,133.65,133.05,133.98,133.69
2/21/2002,133.69,133.45,134.47,134.27
2/22/2002,134.27,133.54,134.52,134.16
2/25/2002,134.16,133.55,134.15,133.97
2/26/2002,133.97,133.65,134.73,134.66
2/27/2002,134.66,134.07,134.97,134.27
2/28/2002,134.27,133.44,134.4,133.64
3/1/2002,133.64,133.04,133.85,133.27
3/4/2002,133.27,131.88,133.55,132.24
3/5/2002,132.24,131.6,132.6,132.24
3/6/2002,132.24,130.7,132.47,130.83
3/7/2002,130.83,126.32,130.9,126.9
3/8/2002,126.9,127.1,128.75,128.6
3/11/2002,128.6,127.75,129.2,128.16
3/12/2002,128.16,128,129.15,128.67
3/13/2002,128.67,128.89,129.62,129.41
3/14/2002,129.41,128.23,129.55,129.1
3/15/2002,129.1,128.88,129.45,129.2
3/18/2002,129.2,129.1,131.56,131.36
3/19/2002,131.36,130.88,132.49,131.99
3/20/2002,131.99,131.26,132.46,131.46
3/21/2002,131.46,131.29,132.23,132.02
3/22/2002,132.02,132,132.91,132.84
3/25/2002,132.84,132.7,133.49,133.33
3/26/2002,133.33,132.26,133.45,132.88
3/27/2002,132.88,132.3,133.25,132.75
3/28/2002,132.75,132.17,132.85,132.71
3/29/2002,132.71,132.27,133.2,132.67
4/1/2002,132.67,132.75,133.86,133.43
4/2/2002,133.43,132.85,133.62,133.43
4/3/2002,133.43,132.39,133.4,132.73
4/4/2002,132.73,131.6,133.12,132.22
4/5/2002,132.22,131.31,132.43,131.62
4/8/2002,131.62,131.1,131.85,131.39
4/9/2002,131.39,130.85,131.9,131
4/10/2002,131,130.2,131,130.68
4/11/2002,130.68,130.65,131.82,131.53
4/12/2002,131.53,131.3,132.27,132.08
4/15/2002,132.08,131.35,132.37,131.91
4/16/2002,131.91,130.85,132.17,131.14
4/17/2002,131.14,130.43,131.29,130.77
4/18/2002,130.77,129.56,130.75,129.86
4/19/2002,129.86,129.88,130.66,130.32
4/22/2002,130.32,129.62,130.65,129.94
4/23/2002,129.94,129.78,130.3,130.16
4/24/2002,130.16,129.45,130.45,129.55
4/25/2002,129.55,128.13,129.65,128.61
4/26/2002,128.61,127.81,129.8,127.85
4/29/2002,127.85,127.67,128.27,128.02
4/30/2002,128.02,127.84,128.65,128.48
5/1/2002,128.48,127.15,128.65,127.43
5/2/2002,127.43,126.99,128.12,127.94
5/3/2002,127.94,126.82,128,127.04
5/6/2002,127.04,126.93,127.53,127.3
5/7/2002,127.3,126.68,128.36,128.01
5/8/2002,128.01,127.86,128.79,128.76
5/9/2002,128.76,128.11,129.09,128.39
5/10/2002,128.39,127.55,128.7,127.57
5/13/2002,127.57,127.2,127.8,127.71
5/14/2002,127.71,127.74,128.8,128.56
5/15/2002,128.56,127.61,128.63,127.7
5/16/2002,127.7,127.33,128.44,128.13
5/17/2002,128.13,125.54,128.14,125.81
5/20/2002,125.81,125.18,125.8,125.32
5/21/2002,125.32,123.72,126.07,123.9
5/22/2002,123.9,123.53,125.07,124.2
5/23/2002,124.2,123.89,125.36,124.9
5/24/2002,124.9,124.6,125.26,124.63
5/27/2002,124.63,124.7,125.07,124.75
5/28/2002,124.75,124.32,124.9,124.45
5/29/2002,124.45,124.13,124.68,124.3
5/30/2002,124.3,122.83,124.43,123.21
5/31/2002,123.21,123.02,124.6,124.26
6/3/2002,124.26,123.67,124.47,123.81
6/4/2002,123.81,123.28,124.46,123.95
6/5/2002,123.95,123.93,124.76,124.46
6/6/2002,124.46,123.78,125.08,124.26
6/7/2002,124.26,124.05,124.71,124.4
6/10/2002,124.4,124.33,124.93,124.68
6/11/2002,124.68,124.45,125.79,125.31
6/12/2002,125.31,125.22,125.92,125.67
6/13/2002,125.67,124.78,125.9,125.05
6/14/2002,125.05,123.9,125.1,124.1
6/17/2002,124.1,124.06,124.52,124.44
6/18/2002,124.44,124.25,124.8,124.32
6/19/2002,124.32,123.65,124.37,123.83
6/20/2002,123.83,123.33,124.22,123.44
6/21/2002,123.44,120.84,123.95,121.43
6/24/2002,121.43,121.01,122.8,121.68
6/25/2002,121.68,121.37,122,121.53
6/26/2002,121.53,118.95,121.9,121.71
6/27/2002,121.71,119.19,120.3,119.41
6/28/2002,119.41,118.36,120.36,119.47
7/1/2002,119.47,119.29,120.08,120.05
7/2/2002,120.05,119.65,120.75,120.21
7/3/2002,120.21,119.63,120.58,119.8
7/4/2002,119.8,119.8,120.4,120
7/5/2002,120,119.84,120.63,120.26
7/8/2002,120.26,118.4,120.35,118.55
7/9/2002,118.55,117.73,118.98,117.89
7/10/2002,117.89,117.39,118.33,117.63
7/11/2002,117.63,116.5,117.92,116.79
7/12/2002,116.79,116.47,117.24,116.85
7/15/2002,116.85,115.66,117.2,116.23
7/16/2002,116.23,115.5,116.46,116.06
7/17/2002,116.06,115.63,116.76,116.24
7/18/2002,116.24,116.24,117.33,116.62
7/19/2002,116.62,115.57,116.63,115.73
7/22/2002,115.73,115.75,116.68,116.37
7/23/2002,116.37,116.2,117.94,117.79
7/24/2002,117.79,115.89,117.6,116.35
7/25/2002,116.35,116.18,117.06,116.62
7/26/2002,116.62,116.35,119.07,118.92
7/29/2002,118.92,118.45,119.98,119.47
7/30/2002,119.47,119.3,120.3,120.1
7/31/2002,120.1,119.38,120.42,119.79
8/1/2002,119.79,119.02,120.32,119.37
8/2/2002,119.37,118.77,119.37,119.06
8/5/2002,119.06,118.63,119.79,119.7
8/6/2002,119.7,119.48,121.28,120.98
8/7/2002,120.98,120,121.1,120.15
8/8/2002,120.15,119.98,121.19,121.03
8/9/2002,121.03,120,121.35,120.14
8/12/2002,120.14,118.78,120.15,118.97
8/13/2002,118.97,118.74,119.27,118.88
8/14/2002,118.88,116.3,118.43,117.33
8/15/2002,117.33,116.9,117.88,117.35
8/16/2002,117.35,117.1,117.9,117.58
8/19/2002,117.58,117.47,118.73,118.53
8/20/2002,118.53,118.43,119.28,118.73
8/21/2002,118.73,117.73,118.9,118.48
8/22/2002,118.48,118.46,120.02,119.84
8/23/2002,119.84,119.49,120.32,119.7
8/26/2002,119.7,119.34,119.89,119.62
8/27/2002,119.62,117.95,119.93,118.14
8/28/2002,118.14,117.92,118.7,118.64
8/29/2002,118.64,117.55,119.08,118.25
8/30/2002,118.25,117.73,118.81,118.67
9/2/2002,118.67,117.96,118.83,118.1
9/3/2002,118.1,116.85,118.15,117.09
9/4/2002,117.09,116.91,118.41,117.99
9/5/2002,117.99,117.33,118.53,118.23
9/6/2002,118.23,117.93,118.91,118.55
9/9/2002,118.55,118.16,119.29,118.87
9/10/2002,118.87,118.36,120.14,119.9
9/11/2002,119.9,119.63,120.7,120.36
9/12/2002,120.36,119.75,120.7,120.11
9/13/2002,120.11,119.44,122.31,121.7
9/16/2002,121.7,121.7,122.45,122.28
9/17/2002,122.28,121.95,123.41,122.35
9/18/2002,122.35,121.34,123.1,121.98
9/19/2002,121.98,120.94,121.94,121.5
9/20/2002,121.5,121.29,123.75,123.48
9/23/2002,123.48,122.84,124.23,123.8
9/24/2002,123.8,122.95,124.07,123.25
9/25/2002,123.25,122,123.42,122.86
9/26/2002,122.86,122.15,123.02,122.61
9/27/2002,122.61,122.01,123.23,122.81
9/30/2002,122.81,121.11,122.84,121.77
10/1/2002,121.77,121.67,122.81,122.53
10/2/2002,122.53,122.55,123.36,123.01
10/3/2002,123.01,122.39,123.11,122.63
10/4/2002,122.63,122.31,123.28,123.2
10/7/2002,123.2,123.04,124.46,124.28
10/8/2002,124.28,123.95,124.66,124.4
10/9/2002,124.4,123.15,124.4,123.28
10/10/2002,123.28,123,123.76,123.59
10/11/2002,123.59,123.4,124.5,124.05
10/14/2002,124.05,123.8,124.31,124.3
10/15/2002,124.3,124.2,124.99,124.76
10/16/2002,124.76,123.91,125.05,124.46
10/17/2002,124.46,124.08,125.17,124.86
10/18/2002,124.86,124.97,125.59,125.49
10/21/2002,125.49,124.47,125.65,124.99
10/22/2002,124.99,124.76,125.46,125.09
10/23/2002,125.09,123.86,125.24,124.64
10/24/2002,124.64,123.87,124.88,124.59
10/25/2002,124.59,123.6,124.68,124.21
10/28/2002,124.21,123.38,125.01,124.55
10/29/2002,124.55,122.34,123.76,122.72
10/30/2002,122.72,122.53,123.25,122.86
10/31/2002,122.86,122.3,123.23,122.67
11/1/2002,122.67,121.63,122.82,122.12
11/4/2002,122.12,122.13,122.55,122.28
11/5/2002,122.28,121.36,122.28,121.82
11/6/2002,121.82,121.6,122.66,121.81
11/7/2002,121.81,121.12,121.95,121.25
11/8/2002,121.25,119.5,121.35,119.73
